CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,TotalRevenue,TotalNetProfit,ProfitMargin,GrowthPotentialScore,GrowthClass
Chicken Dishes,25410,Classic Chicken Dishes Tavern,Full-service,North Shore,1.03,38.6,1792,493,19029.8,779,325,195,30069.4,12545.0,7527.0,0.385923194,0.500383128,0.28,10,2.95,575.25,2163.57,-5000.73,-2086.31,280.52,0.38,0.6,0.25,0.15,69171.2,-4642.949999999999,-0.06712258859178385,49.20326336179273,Medium
Chicken Dishes,25370,Urban Chicken Dishes Tavern,Cafe,West Auckland,1.04,34.22,1902,503,17212.66,839,350,210,28710.58,11977.0,7186.2,0.200822498,0.443855505,0.28,13,3.84,806.4,6116.04,2162.54,902.13,1747.01,0.36,0.6,0.25,0.15,65086.44,10927.72,0.16789549405375373,67.42394902826648,High
Chicken Dishes,25532,Urban Chicken Dishes Diner,Full-service,CBD,0.99,32.81,1776,559,18340.79,730,304,183,23951.3,9974.24,6004.23,0.366434604,0.460967472,0.3,18,5.31,971.73,3165.58,-3051.45,-1270.74,64.59,0.46,0.6,0.25,0.15,58270.56,-1092.02,-0.018740509787446697,27.312899837875676,Low
Chicken Dishes,26464,Urban Chicken Dishes Grill,QSR,North Shore,1.03,35.82,917,200,7164.0,430,179,108,15402.6,6411.78,3868.56,0.254136428,0.361826371,0.28,12,3.54,382.32,2751.24,1602.44,667.06,1103.35,0.28,0.6,0.25,0.15,32846.939999999995,6124.09,0.18644324250599906,54.65891887433646,Medium
Chicken Dishes,25778,Lucky Chicken Dishes Grill,Cafe,South Auckland,1.05,43.68,1907,451,19699.68,874,364,218,38176.32,15899.52,9522.24,0.247065823,0.448757321,0.3,10,2.95,643.1,5992.19,159.46,66.41,2253.35,0.31,0.6,0.25,0.15,83297.76000000001,8471.41,0.10170033383850897,76.15517403424957,High
Chicken Dishes,25899,Lucky Chicken Dishes Kitchen,QSR,South Auckland,1.05,42.28,577,122,5158.16,273,114,68,11542.44,4819.92,2875.04,0.215359401,0.375734022,0.29,6,1.77,120.36,2109.21,1372.47,573.12,1055.26,0.27,0.6,0.25,0.15,24395.559999999998,5110.06,0.2094668046152661,68.1791606287935,High
Chicken Dishes,25051,Top Chicken Dishes Kitchen,QSR,South Auckland,1.05,36.53,1539,317,11580.01,733,306,183,26776.49,11178.18,6684.99,0.265349925,0.408302288,0.32,11,3.25,594.75,3779.11,169.97,70.96,1586.88,0.26,0.6,0.25,0.15,56219.67,5606.92,0.0997323534627649,65.99112573895947,High
Chicken Dishes,26508,Lucky Chicken Dishes Corner,Cafe,North Shore,1.03,31.08,1351,335,10411.8,610,254,152,18958.8,7894.32,4724.16,0.226666595,0.354756897,0.32,6,1.77,269.04,4358.13,1868.89,778.19,1708.38,0.33,0.6,0.25,0.15,41989.08,8713.59,0.2075203838712351,56.57960623296985,Medium
Chicken Dishes,26146,Lucky Chicken Dishes Grill,Cafe,West Auckland,1.04,32.19,1034,306,9850.14,437,182,109,14067.03,5858.58,3508.71,0.232472665,0.365741711,0.27,16,4.72,514.48,3957.64,1853.83,772.08,895.27,0.42,0.6,0.25,0.15,33284.46,7478.82,0.2246940464108476,60.34700530761631,Medium
Chicken Dishes,26267,Top Chicken Dishes Kitchen,Full-service,South Auckland,1.05,34.82,1242,361,12570.02,529,220,132,18419.78,7660.4,4596.24,0.387304793,0.520932094,0.31,12,3.54,467.28,1153.46,-4019.88,-1671.78,-45.51,0.41,0.6,0.25,0.15,43246.439999999995,-4583.71,-0.10599045840536239,47.532829584616834,Medium
Chicken Dishes,25176,King Chicken Dishes Corner,Full-service,North Shore,1.03,36.42,884,270,9833.4,368,154,92,13402.56,5608.68,3350.64,0.390852915,0.547322647,0.32,8,2.36,217.12,607.94,-3460.21,-1448.02,-9.97,0.44,0.6,0.25,0.15,32195.28,-4310.26,-0.13387863065641922,33.254445588201506,Low
Chicken Dishes,26512,Lucky Chicken Dishes Bistro,Ghost Kitchen,North Shore,1.03,31.45,528,20,629.0,305,127,76,9592.25,3994.15,2390.2,0.281304507,0.336554415,0.31,10,2.95,224.2,240.37,692.0,288.14,689.19,0.04,0.6,0.25,0.15,16605.6,1909.7,0.11500337235631354,41.985746199865716,Low
Chicken Dishes,26513,Lucky Chicken Dishes Bistro,Full-service,CBD,0.99,40.96,1045,324,13271.04,433,180,108,17735.68,7372.8,4423.68,0.352179892,0.497592389,0.32,6,1.77,191.16,1993.68,-3011.03,-1251.7,473.4,0.45,0.6,0.25,0.15,42803.200000000004,-1795.65,-0.04195130270633971,25.04852083220571,Low
Chicken Dishes,25543,Classic Chicken Dishes Eatery,Full-service,South Auckland,1.05,44.93,1141,314,14108.02,496,207,124,22285.28,9300.51,5571.32,0.351122853,0.460182573,0.33,5,1.48,183.52,2662.11,-3149.03,-1314.21,867.76,0.38,0.6,0.25,0.15,51265.130000000005,-933.3700000000001,-0.01820672258121651,61.07484801170423,Medium
Chicken Dishes,25545,Lucky Chicken Dishes Eatery,Full-service,West Auckland,1.04,42.07,851,211,8876.77,384,160,96,16154.88,6731.2,4038.72,0.363002443,0.47211474,0.3,17,5.02,481.92,1463.63,-2182.8,-909.5,184.0,0.33,0.6,0.25,0.15,35801.57,-1444.67,-0.04035214098152679,49.06450646122792,Medium
Chicken Dishes,25909,Top Chicken Dishes Tavern,Full-service,South Auckland,1.05,38.01,828,223,8476.23,363,151,91,13797.63,5739.51,3458.91,0.35627658,0.519073436,0.3,15,4.43,403.13,1056.56,-2419.41,-1006.42,28.02,0.37,0.6,0.25,0.15,31472.280000000002,-2341.25,-0.07439086078288576,48.037543117894934,Medium
Chicken Dishes,25992,Classic Chicken Dishes Corner,QSR,CBD,0.99,37.15,903,197,7318.55,424,176,106,15751.6,6538.4,3937.9,0.275219822,0.385960437,0.28,10,2.95,312.7,2479.67,926.51,384.59,1021.54,0.28,0.6,0.25,0.15,33546.450000000004,4812.31,0.14345213875089613,32.759878641602576,Low
Chicken Dishes,26397,Urban Chicken Dishes Diner,Full-service,South Auckland,1.05,44.41,1117,295,13100.95,493,206,123,21894.13,9148.46,5462.43,0.373765611,0.488650142,0.32,11,3.25,399.75,1802.48,-3993.83,-1668.82,351.79,0.36,0.6,0.25,0.15,49605.97,-3508.38,-0.07072495508101143,56.83753791158629,Medium
Chicken Dishes,25994,Classic Chicken Dishes House,Cafe,North Shore,1.03,38.81,1208,306,11875.86,541,226,135,20996.21,8771.06,5239.35,0.279093513,0.403864919,0.33,7,2.07,279.45,3765.14,-272.08,-113.66,1381.64,0.34,0.6,0.25,0.15,46882.479999999996,4761.04,0.10155264823874506,54.58316347541602,Medium
Chicken Dishes,26035,Top Chicken Dishes Corner,Full-service,West Auckland,1.04,46.7,1772,497,23209.9,765,319,191,35725.5,14897.3,8919.7,0.37160338,0.54636714,0.3,10,2.95,563.45,1903.9,-7787.11,-3247.17,168.23,0.39,0.6,0.25,0.15,82752.4,-8962.15,-0.10830078644244759,58.185845222675695,Medium
Chicken Dishes,26157,Lucky Chicken Dishes Cafe,QSR,West Auckland,1.04,40.3,1585,327,13178.1,755,314,189,30426.5,12654.2,7616.7,0.239872692,0.437369136,0.3,3,0.89,168.21,4253.34,692.45,287.99,2290.14,0.26,0.6,0.25,0.15,63875.5,7523.92,0.11779038911632786,65.93504184945428,High
Chicken Dishes,25511,Classic Chicken Dishes Cafe,Cafe,West Auckland,1.04,41.47,778,179,7423.13,359,150,90,14887.73,6220.5,3732.3,0.206451106,0.418182222,0.28,10,2.95,265.5,2786.4,1419.79,593.23,1135.48,0.3,0.6,0.25,0.15,32263.66,5934.9,0.1839499920343817,62.884281815926016,Medium
Chicken Dishes,25552,Classic Chicken Dishes Kitchen,QSR,West Auckland,1.04,37.01,858,160,5921.6,419,174,105,15507.19,6439.74,3886.05,0.262482558,0.391402517,0.32,11,3.25,341.25,2049.55,404.97,168.17,1003.77,0.23,0.6,0.25,0.15,31754.579999999998,3626.4600000000005,0.11420273862856951,55.19494939533372,Medium
Chicken Dishes,26403,Classic Chicken Dishes Eatery,QSR,South Auckland,1.05,39.74,1090,231,9179.94,515,215,129,20466.1,8544.1,5126.46,0.236420505,0.442328492,0.3,10,2.95,380.55,2949.06,434.93,181.57,1266.33,0.27,0.6,0.25,0.15,43316.6,4831.889999999999,0.11154822862366852,64.81148635698936,High
Chicken Dishes,25636,King Chicken Dishes Grill,QSR,South Auckland,1.05,41.3,860,193,7970.9,400,167,100,16520.0,6897.1,4130.0,0.216888165,0.41051693,0.3,7,2.07,207.0,2969.92,1199.27,500.69,1331.82,0.29,0.6,0.25,0.15,35518.0,6001.7,0.16897629371023143,67.59462502366645,High
Chicken Dishes,26526,King Chicken Dishes Eatery,QSR,South Auckland,1.05,47.14,1669,365,17206.1,782,326,196,36863.48,15367.64,9239.44,0.205915519,0.419074609,0.32,9,2.66,521.36,6452.46,2027.86,845.37,2943.52,0.28,0.6,0.25,0.15,78676.66,12269.210000000001,0.15594472363214198,80.27369073080204,High
Chicken Dishes,26002,Top Chicken Dishes Bistro,Cafe,North Shore,1.03,37.74,574,161,6076.14,248,103,62,9359.52,3887.22,2339.88,0.265319738,0.413660392,0.31,17,5.02,311.24,1950.56,103.14,42.84,439.91,0.39,0.6,0.25,0.15,21662.760000000002,2536.45,0.11708803495030179,48.021349215168705,Medium
Chicken Dishes,26407,Urban Chicken Dishes Eatery,Cafe,West Auckland,1.04,42.96,729,201,8634.96,317,132,79,13618.32,5670.72,3393.84,0.217929769,0.430856885,0.29,17,5.02,396.58,3032.71,833.62,347.12,795.38,0.38,0.6,0.25,0.15,31317.84,5008.83,0.15993535952671065,62.03164917136355,Medium
Chicken Dishes,26650,Urban Chicken Dishes Grill,QSR,CBD,0.99,44.38,972,200,8876.0,463,193,116,20547.94,8565.34,5148.08,0.261481612,0.361943576,0.3,6,1.77,205.32,3342.48,1573.45,655.89,1733.32,0.26,0.6,0.25,0.15,43137.36,7305.14,0.16934601468425514,41.45004145519947,Low
Chicken Dishes,25195,Classic Chicken Dishes Tavern,Ghost Kitchen,West Auckland,1.04,45.12,1002,38,1714.56,578,241,145,26079.36,10873.92,6542.4,0.277063584,0.222556893,0.31,15,4.43,642.35,857.93,4964.98,2070.17,2631.33,0.04,0.6,0.25,0.15,45210.240000000005,10524.41,0.23278819134780082,71.67554785147745,High
Chicken Dishes,25075,Lucky Chicken Dishes Corner,Cafe,West Auckland,1.04,43.83,1005,260,11395.8,447,186,112,19592.01,8152.38,4908.96,0.254103431,0.431581872,0.27,8,2.36,264.32,3581.87,868.21,361.27,1278.64,0.35,0.6,0.25,0.15,44049.149999999994,6089.990000000001,0.13825442715693723,64.23119527774193,High
Chicken Dishes,25197,Lucky Chicken Dishes Diner,Cafe,West Auckland,1.04,46.02,984,291,13391.82,416,173,104,19144.32,7961.46,4786.08,0.220303284,0.406533859,0.29,10,2.95,306.8,4997.33,1592.1,662.1,1479.19,0.42,0.6,0.25,0.15,45283.68,8730.720000000001,0.1928005851114574,69.56674790340819,High
Chicken Dishes,25158,Urban Chicken Dishes Diner,QSR,CBD,0.99,42.41,538,111,4707.51,256,107,64,10856.96,4537.87,2714.24,0.20570786,0.422846574,0.29,17,5.02,321.28,1748.58,884.25,369.59,686.91,0.26,0.6,0.25,0.15,22816.58,3689.33,0.16169513573024527,34.662344834252714,Low
Chicken Dishes,25607,Top Chicken Dishes Bistro,QSR,South Auckland,1.05,35.09,1951,390,13685.1,937,390,234,32879.33,13685.1,8211.06,0.213525549,0.382258387,0.31,9,2.66,622.44,5531.74,3097.76,1289.36,2696.6,0.25,0.6,0.25,0.15,68460.59,12615.460000000001,0.18427331695505403,74.79208888693088,High
Chicken Dishes,25928,Lucky Chicken Dishes Diner,Cafe,North Shore,1.03,32.62,1331,352,11482.24,587,245,147,19147.94,7991.9,4795.14,0.255863533,0.374861979,0.28,13,3.84,564.48,4240.1,1709.42,713.47,1206.24,0.36,0.6,0.25,0.15,43417.22,7869.2300000000005,0.1812467495615795,55.92375040025048,Medium
Chicken Dishes,25081,Lucky Chicken Dishes Bistro,QSR,South Auckland,1.05,44.48,1028,218,9696.64,486,202,122,21617.28,8984.96,5426.56,0.217780247,0.429491966,0.32,16,4.72,575.84,3420.27,707.49,294.06,1338.26,0.27,0.6,0.25,0.15,45725.439999999995,5760.080000000001,0.12597101307281028,69.2056309816789,High
Chicken Dishes,25445,Top Chicken Dishes Eatery,Full-service,North Shore,1.03,44.76,1663,403,18038.28,756,315,189,33838.56,14099.4,8459.64,0.385186138,0.481903146,0.33,16,4.72,892.08,2397.48,-6669.22,-2778.84,232.3,0.32,0.6,0.25,0.15,74435.87999999999,-6818.28,-0.09159937385035283,51.492253118328826,Medium
Chicken Dishes,25367,Urban Chicken Dishes Tavern,QSR,West Auckland,1.04,35.22,1993,448,15778.56,927,386,232,32648.94,13594.92,8171.04,0.249436928,0.424369999,0.32,11,3.25,754.0,5146.86,202.2,84.19,1911.34,0.29,0.6,0.25,0.15,70193.45999999999,7344.589999999999,0.10463353708450901,64.98351066555433,High
Chicken Dishes,26539,Urban Chicken Dishes Diner,Ghost Kitchen,North Shore,1.03,34.09,700,20,681.8,408,170,102,13908.72,5795.3,3477.18,0.290788419,0.280518083,0.32,15,4.43,451.86,292.28,1511.79,629.91,1038.78,0.03,0.6,0.25,0.15,23863.0,3472.76,0.14552906172736035,48.12652034724808,Medium
Chicken Dishes,25165,King Chicken Dishes Bistro,Cafe,West Auckland,1.04,35.01,1272,315,11028.15,574,239,144,20095.74,8367.39,5041.44,0.245988547,0.399287383,0.32,13,3.84,552.96,3911.95,697.81,290.55,1235.36,0.33,0.6,0.25,0.15,44532.72,6135.67,0.13777891851205137,59.429618149608686,Medium
Chicken Dishes,25085,Urban Chicken Dishes Bistro,QSR,West Auckland,1.04,42.01,1073,186,7813.86,532,222,133,22349.32,9326.22,5587.33,0.212877043,0.391266911,0.29,18,5.31,706.23,3093.16,2365.81,987.24,1505.55,0.21,0.6,0.25,0.15,45076.73,7951.759999999999,0.1764049876732407,65.9524191282421,High
Chicken Dishes,25167,Classic Chicken Dishes Kitchen,Full-service,North Shore,1.03,43.09,759,184,7928.56,345,144,86,14866.05,6204.96,3705.74,0.354487929,0.494046526,0.32,12,3.54,304.44,1200.9,-2505.44,-1045.75,256.85,0.32,0.6,0.25,0.15,32705.309999999998,-2093.44,-0.06400917771456685,42.37812687825729,Low
Chicken Dishes,26179,King Chicken Dishes Bistro,QSR,CBD,0.99,31.41,795,183,5748.03,367,153,92,11527.47,4805.73,2889.72,0.259624825,0.393279615,0.32,7,2.07,190.44,1995.12,312.34,130.21,812.57,0.3,0.6,0.25,0.15,24970.95,3250.2400000000002,0.13016084690410257,25.788594936107685,Low
Chicken Dishes,25776,King Chicken Dishes Eatery,QSR,North Shore,1.03,37.2,1258,226,8407.2,619,258,155,23026.8,9597.6,5766.0,0.213880964,0.395282944,0.27,11,3.25,503.75,3285.84,2782.47,1159.74,1749.81,0.22,0.6,0.25,0.15,46797.6,8977.859999999999,0.19184445356172108,59.806642362264604,Medium
Chicken Dishes,25171,King Chicken Dishes House,Full-service,CBD,0.99,33.41,1672,469,15669.29,722,301,180,24122.02,10056.41,6013.8,0.370620962,0.480717744,0.32,13,3.84,691.2,2329.42,-4133.04,-1723.05,202.82,0.39,0.6,0.25,0.15,55861.520000000004,-3323.85,-0.0595016032503233,23.98680802741664,Low
Chicken Dishes,25333,Urban Chicken Dishes Kitchen,Full-service,South Auckland,1.05,44.8,858,236,10572.8,373,156,93,16710.4,6988.8,4166.4,0.370817365,0.458023537,0.32,18,5.31,493.83,1809.63,-2487.19,-1040.22,219.29,0.38,0.6,0.25,0.15,38438.4,-1498.49,-0.03898419289044289,56.57852254348692,Medium
Chicken Dishes,25212,King Chicken Dishes Bistro,QSR,North Shore,1.03,42.99,1568,293,12596.07,765,319,191,32887.35,13713.81,8211.09,0.258225029,0.397926656,0.31,9,2.66,508.06,4331.14,1113.18,464.19,2315.31,0.23,0.6,0.25,0.15,67408.31999999999,8223.82,0.12200007358142141,63.352869550756154,Medium
Chicken Dishes,25456,Lucky Chicken Dishes Diner,Ghost Kitchen,CBD,0.99,39.07,731,66,2578.62,399,166,100,15588.93,6485.62,3907.0,0.298259166,0.260742056,0.31,13,3.84,384.0,1137.17,2042.13,849.61,1338.98,0.1,0.6,0.25,0.15,28560.17,5367.89,0.1879502117809523,35.59368021786873,Low
Chicken Dishes,25256,Top Chicken Dishes House,Full-service,West Auckland,1.04,35.63,1171,334,11900.42,502,209,126,17886.26,7446.67,4489.38,0.388174421,0.472374645,0.3,10,2.95,371.7,1659.52,-2871.62,-1195.56,254.35,0.4,0.6,0.25,0.15,41722.729999999996,-2153.31,-0.051609997715873344,46.142870380810244,Medium
Chicken Dishes,25215,Top Chicken Dishes Eatery,QSR,West Auckland,1.04,46.68,1998,461,21519.48,922,384,231,43038.96,17925.12,10783.08,0.204193348,0.439557751,0.3,8,2.36,545.16,7666.29,2420.89,1008.27,3296.3,0.3,0.6,0.25,0.15,93266.64,14391.75,0.15430758522018162,78.23825778616627,High
Chicken Dishes,26066,Classic Chicken Dishes Cafe,Full-service,North Shore,1.03,36.88,2016,488,17997.44,917,382,229,33818.96,14088.16,8445.52,0.364424721,0.490821451,0.32,6,1.77,405.33,2605.2,-5926.64,-2468.9,817.19,0.32,0.6,0.25,0.15,74350.08,-4973.15,-0.0668882938659918,50.102553596629576,Medium
Chicken Dishes,25340,Lucky Chicken Dishes Eatery,Ghost Kitchen,North Shore,1.03,37.17,1603,90,3345.3,908,378,227,33750.36,14050.26,8437.59,0.286825301,0.303219976,0.28,12,3.54,803.58,1371.42,4386.02,1825.9,2655.45,0.06,0.6,0.25,0.15,59583.51000000001,10238.79,0.1718393226582321,62.07281268462478,Medium
Chicken Dishes,26068,Classic Chicken Dishes Diner,QSR,South Auckland,1.05,34.06,680,113,3848.78,340,142,85,11580.4,4836.52,2895.1,0.230005491,0.352446302,0.33,14,4.13,351.05,1607.05,1013.84,423.43,857.79,0.2,0.6,0.25,0.15,23160.8,3902.1099999999997,0.16847906808054988,59.43534042213865,Medium
Chicken Dishes,25828,Top Chicken Dishes House,QSR,West Auckland,1.04,39.41,1595,308,12138.28,772,322,193,30424.52,12690.02,7606.13,0.214307933,0.385674492,0.27,17,5.02,968.86,4855.53,3955.72,1649.93,2073.73,0.24,0.6,0.25,0.15,62858.950000000004,12534.91,0.19941328959519686,70.77202898024485,High
Chicken Dishes,26192,King Chicken Dishes Kitchen,Cafe,South Auckland,1.05,41.18,607,150,6177.0,274,114,69,11283.32,4694.52,2841.42,0.203506288,0.445038419,0.31,4,1.18,81.42,2170.94,467.75,194.61,917.21,0.33,0.6,0.25,0.15,24996.260000000002,3750.51,0.1500428464098229,63.547543916467575,High
Chicken Dishes,26556,Lucky Chicken Dishes Bistro,QSR,North Shore,1.03,42.62,947,201,8566.62,448,186,112,19093.76,7927.32,4773.44,0.200384866,0.403270493,0.32,9,2.66,297.92,3395.33,1457.71,605.21,1594.01,0.27,0.6,0.25,0.15,40361.14,7052.26,0.17472895958835652,60.03508722209331,Medium
Chicken Dishes,25546,Top Chicken Dishes Bistro,Ghost Kitchen,CBD,0.99,39.82,1553,101,4021.82,871,363,218,34683.22,14454.66,8680.76,0.282705361,0.204562456,0.31,16,4.72,1028.96,2062.12,7031.4,2930.42,3421.95,0.07,0.6,0.25,0.15,61840.46,15445.89,0.24976997260369665,49.07295454116773,Medium
Chicken Dishes,25102,Lucky Chicken Dishes House,Cafe,West Auckland,1.04,46.17,988,301,13897.17,412,172,103,19022.04,7941.24,4755.51,0.276689211,0.434818432,0.28,4,1.18,121.54,4009.23,161.54,67.44,1250.39,0.44,0.6,0.25,0.15,45615.96,5488.6,0.1203219224148741,64.85680090730115,High
Chicken Dishes,25831,Classic Chicken Dishes Cafe,QSR,West Auckland,1.04,33.86,1119,216,7313.76,542,226,135,18352.12,7652.36,4571.1,0.23018509,0.372177442,0.33,9,2.66,359.1,2908.23,1241.29,517.59,1458.54,0.24,0.6,0.25,0.15,37889.34,6125.650000000001,0.16167212202693426,58.43570253067277,Medium
Chicken Dishes,26317,King Chicken Dishes Bistro,Full-service,North Shore,1.03,42.14,1368,376,15844.64,595,248,149,25073.3,10450.72,6278.86,0.382143007,0.537774475,0.31,7,2.07,308.43,1268.88,-5764.79,-2402.8,194.4,0.38,0.6,0.25,0.15,57647.520000000004,-6704.31,-0.11629832471544309,44.46362053207715,Low
Chicken Dishes,26561,Urban Chicken Dishes Cafe,Full-service,North Shore,1.03,37.96,2020,556,21105.76,878,366,220,33328.88,13893.36,8351.2,0.368885997,0.511095897,0.27,11,3.25,715.0,2533.07,-4998.73,-2083.75,287.3,0.38,0.6,0.25,0.15,76679.2,-4262.11,-0.055583652411605754,51.83497022108142,Medium
Chicken Dishes,25227,Top Chicken Dishes House,Cafe,West Auckland,1.04,43.03,1650,409,17599.27,745,310,186,32057.35,13339.3,8003.58,0.279141208,0.358007818,0.29,11,3.25,604.5,6385.91,2335.41,971.78,2299.61,0.33,0.6,0.25,0.15,70999.5,11992.710000000001,0.1689125979760421,72.411627413677,High
Chicken Dishes,26684,Urban Chicken Dishes Cafe,Cafe,West Auckland,1.04,38.07,1869,453,17245.71,850,354,212,32359.5,13476.78,8070.84,0.248273354,0.353594812,0.28,18,5.31,1125.72,6866.07,3822.69,1592.04,2087.54,0.32,0.6,0.25,0.15,71152.83,14368.34,0.20193631089585615,72.67971703346987,High
Chicken Dishes,25229,Urban Chicken Dishes Bistro,Full-service,South Auckland,1.05,35.28,1240,321,11324.88,551,230,138,19439.28,8114.4,4868.64,0.378113027,0.511406653,0.28,18,5.31,732.78,1251.18,-3295.34,-1375.55,-194.89,0.35,0.6,0.25,0.15,43747.2,-3614.6,-0.08262471655328799,49.48096619345597,Medium
Chicken Dishes,26282,Lucky Chicken Dishes Eatery,Full-service,North Shore,1.03,43.95,595,160,7032.0,261,109,65,11470.95,4790.55,2856.75,0.357106717,0.460605022,0.3,9,2.66,172.9,1281.85,-1350.27,-563.9,347.85,0.37,0.6,0.25,0.15,26150.25,-284.47,-0.010878289882505904,44.96600575192733,Low
Chicken Dishes,26687,Classic Chicken Dishes Grill,Cafe,CBD,0.99,42.69,857,249,10629.81,365,152,91,15581.85,6488.88,3884.79,0.203195756,0.435937949,0.27,14,4.13,375.83,3835.94,1415.86,589.62,1026.06,0.41,0.6,0.25,0.15,36585.33,6867.48,0.18771130395707786,40.02023674318303,Low
Chicken Dishes,26163,Urban Chicken Dishes Eatery,Cafe,South Auckland,1.05,32.18,1634,458,14738.44,706,294,176,22719.08,9460.92,5663.68,0.231190458,0.391849461,0.29,9,2.66,468.16,5555.8,1975.65,822.72,1666.82,0.39,0.6,0.25,0.15,52582.12,10020.99,0.19057789986406024,69.36992909282577,High
Chicken Dishes,25233,Top Chicken Dishes Eatery,Cafe,South Auckland,1.05,32.49,1018,285,9259.65,440,183,110,14295.6,5945.67,3573.9,0.243077788,0.413106629,0.27,11,3.25,357.5,3183.61,1055.24,438.88,871.26,0.39,0.6,0.25,0.15,33074.82,5548.990000000001,0.1677708298941612,61.60270015365834,Medium
Chicken Dishes,25599,King Chicken Dishes Kitchen,Ghost Kitchen,South Auckland,1.05,42.03,768,36,1513.08,439,183,110,18451.17,7691.49,4623.3,0.294218093,0.279581974,0.32,15,4.43,487.3,644.87,1959.51,816.84,1483.15,0.05,0.6,0.25,0.15,32279.039999999997,4904.370000000001,0.1519366746966453,66.10447607273812,High
Chicken Dishes,25963,Urban Chicken Dishes Cafe,Full-service,South Auckland,1.05,40.27,1319,327,13168.29,595,248,149,23960.65,9986.96,6000.23,0.352103648,0.511164162,0.3,16,4.72,703.28,1800.53,-3912.0,-1630.55,117.14,0.33,0.6,0.25,0.15,53116.130000000005,-3624.8800000000006,-0.06824442970525149,55.57461347862701,Medium
Chicken Dishes,26571,Lucky Chicken Dishes Eatery,QSR,CBD,0.99,31.03,1240,223,6919.69,610,254,153,18928.3,7881.62,4747.59,0.269377893,0.382408825,0.32,17,5.02,768.06,2409.53,534.03,222.37,885.11,0.22,0.6,0.25,0.15,38477.2,4051.0400000000004,0.10528416828667368,28.48050575747586,Low
Chicken Dishes,25481,Top Chicken Dishes Cafe,QSR,North Shore,1.03,33.85,711,137,4637.45,344,144,86,11644.4,4874.4,2911.1,0.226030572,0.377481629,0.3,8,2.36,202.96,1838.69,1123.54,470.32,951.26,0.24,0.6,0.25,0.15,24067.35,4383.81,0.1821475983022643,50.50224750031313,Medium
Chicken Dishes,26209,King Chicken Dishes Kitchen,Full-service,CBD,0.99,39.44,883,282,11122.08,361,150,90,14237.84,5916.0,3549.6,0.390112645,0.508231322,0.29,13,3.84,345.6,1130.63,-2681.61,-1114.24,15.24,0.47,0.6,0.25,0.15,34825.52,-2649.9800000000005,-0.076093049005442,19.73300735842819,Low
Chicken Dishes,26130,Top Chicken Dishes Bistro,Cafe,South Auckland,1.05,37.21,1126,349,12986.29,466,194,117,17339.86,7218.74,4353.57,0.229364179,0.437281639,0.31,17,5.02,587.34,4329.03,404.96,168.59,863.94,0.45,0.6,0.25,0.15,41898.46,5766.52,0.1376308341643106,64.77176269384273,High
Chicken Dishes,25726,Lucky Chicken Dishes Cafe,Full-service,North Shore,1.03,36.99,1237,320,11836.8,550,229,138,20344.5,8470.71,5104.62,0.39148374,0.501660359,0.31,6,1.77,244.26,1264.83,-4132.87,-1720.77,301.2,0.35,0.6,0.25,0.15,45756.63,-4287.61,-0.09370467186940996,40.17388578936197,Low
Chinese,25891,Lotus Cafe,Cafe,West Auckland,1.04,36.32,1084,141,5121.12,471,236,236,17106.72,8571.52,8571.52,0.274584447,0.354812014,0.27,8,2.36,556.96,1897.91,1721.0,862.33,2619.68,0.15,0.5,0.25,0.25,39370.880000000005,7100.92,0.18035969731944013,61.440865113804286,Medium
Chinese,25301,Red Cafe,Full-service,North Shore,1.03,34.49,1068,240,8277.6,414,207,207,14278.86,7139.43,7139.43,0.365031025,0.484951269,0.28,9,2.66,550.62,1241.79,-1856.0,-928.0,520.42,0.29,0.5,0.25,0.25,36835.32,-1021.7900000000001,-0.02773940880654763,40.68345883428536,Low
Chinese,26352,Golden Tavern,QSR,West Auckland,1.04,31.28,1474,214,6693.92,630,315,315,19706.4,9853.2,9853.2,0.250756796,0.419234267,0.28,8,2.36,743.4,2209.05,985.5,492.75,2508.24,0.17,0.5,0.25,0.25,46106.72,6195.54,0.1343739047149743,58.12296325537483,Medium
Chinese,26528,Red House,Cafe,West Auckland,1.04,41.4,1455,211,8735.4,622,311,311,25750.8,12875.4,12875.4,0.246883443,0.396020105,0.32,11,3.25,1010.75,3119.38,955.26,477.63,3587.01,0.17,0.5,0.25,0.25,60237.0,8139.280000000001,0.13512093895778343,66.67697959335138,High
Chinese,26348,Golden Corner,Full-service,CBD,0.99,31.1,936,257,7992.7,339,170,170,10542.9,5287.0,5287.0,0.355669762,0.52343761,0.32,6,1.77,300.9,966.26,-2099.17,-1052.68,338.26,0.38,0.5,0.25,0.25,29109.6,-1847.3300000000002,-0.06346119493225603,13.96961998596708,Low
